candidate_id,Employer,Type,Company credit,Current job years,Average time,Seniority,Moving
2176097,Gi3 Sciences,0,2,2.5,7.8,5,0
2176097,Genentech,1,2,1,4.7,5,1
2176097,Roche,1,2,20,4.7,5,1
2176096,SAP Australia,0,1,1.5,2.08,2,0
2176096,Ness Technologies,0,0,1,2.08,2,1
2176096,IBM Global Business Services,0,2,1.5,2.08,2,1
2176096,Ness SAP Sales Division (Now SAP Israel),0,1,6,2.08,4,1
2176096,The Coca-Cola Company,0,1,2,2.08,2,1
2176096,"t SAP America Headquarters, USA",2,0,0.5,2.08,2,1
2176095,LinkedIn,0,2,0.5,2.64,2,0
2176095,DataArt,1,0,3.5,2.64,2,1
2176095,Oracle,0,2,2,2.64,5,1
2176095,DataArt,1,0,5.5,2.64,2,1
2176095,"MetaLab, Inc",1,0,3.5,2.64,2,1
2176095,"Milk Business, Russia",2,0,2.5,2.64,2,1
2176095,"Parus Inc., Russia",1,0,1,2.64,0,1
2176094,NETPROPHECY LTD,2,0,4.5,3.83,2,0
2176094,JACOPO BISCELLA STUDIO,1,0,5,3.8,4,1
2176094,AIMPES Servizi S.r.l.,2,0,2,3.8,4,1
2176093,Bartosz ICT,1,0,0.5,1.67,2,0
2176093,Rabobank,1,2,0.5,1.67,2,0
2176093,ASML,0,1,2,1.67,2,1
2176093,Sogeti,0,1,8,1.67,2,1
2176093,Sogeti Nederland,1,0,1,1.67,2,1
2176093,KPN Zakelijk Markt,0,1,3.5,1.67,2,1
2176093,KPN,0,1,1,1.67,2,1
2176093,Trans Link Systems B.V.,2,0,1,1.67,2,1
2176093,KPN,0,1,0.5,1.67,2,1
2176093,ProRail,2,0,1,1.67,2,1
2176093,SiTel Semiconductor,0,0,0.5,1.67,0,1
2176093,SBO Het Overpad,1,0,0.5,1.67,2,1
2176092,"Brand, Sponsorship, and Experiential Marketing Consulting",2,0,1,3.93,5,0
2176092,McDo0ld's Corporation,0,2,4,3.93,2,1
2176092,Ann & Robert H. Lurie Children's Hospital of Chicago,2,0,4,3.93,5,1
2176092,McDo0ld's Corporation,0,2,7,3.93,4,1
2176092,Nike,0,2,7,3.93,4,1
2176092,Rivals.com,1,0,0.5,3.93,4,1
2176092,Euro RSCG,0,0,4,3.93,2,1
2176091,Palantir Technologies,1,0,1,1.6,2,0
2176091,Altitude Labs,1,0,1,1.6,2,1
2176091,AppNexus,1,0,1,1.6,2,1
2176091,American Express,0,2,3.5,1.6,5,1
2176090,IBM（中国）有限公司,0,2,7,3.4,2,1
2176090,北京冠群金辰软件有限公司,2,0,4,3.4,2,1
2176090,北京神州泰岳软件股份有限公司 （2年1个月）,2,0,2,3.4,4,1
2176090,高级技术顾问,2,0,2,3.4,2,1
2176090,Sybase软件（中国）有限公司,1,0,2,3.4,2,1
2176089,TIBCO Software,1,0,1,1.67,2,0
2176089,2Wire,1,0,1,1.7,2,1
2176089,Cisco formerly Starent Networks,0,2,3,1.7,2,1
2176088,Elemental Automation,1,0,0.5,1.6,2,0
2176088,Sports Authority,1,1,0.5,1.6,2,1
2176088,Enserca Engineering,1,0,1,1.6,2,1
2176088,SCA0,0,1,1,1.6,2,1
2176088,Tri-County Electric COOP,1,0,5,1.6,2,1
2176087,Cognizant Technology Solutions (CTS),0,2,1,4.33,5,0
2176086,First Data Corporation,1,1,10.5,6,5,0
2176086,VeriSign,0,1,1.5,6,5,1
2176085,Schell Games,1,0,5.5,5.5,2,0
2176084,Arrow Generiques,2,0,0.5,1.58,5,0
2176084,Aurobindo Pharma,0,1,1,1.6,5,1
2176084,HTB Alpha Inter0tio0l,2,0,0.5,1.6,4,1
2176084,VeriFone,0,1,0.5,1.6,2,1
2176084,Europcar,1,0,1.5,1.6,4,1
2176084,SAP,0,1,1.5,1.6,2,1
2176084,VMware,0,2,1,1.6,2,1
2176084,KBL RICHELIEU,2,0,1,1.6,5,1
2176084,Thomson Reuters,0,2,4.5,1.6,2,1
2176084,Bristol-Myers Squibb,0,2,1.5,1.6,2,1
2176084,GE,0,1,4,1.6,4,1
2176084,Bristol-Myers Squibb,0,2,1.5,1.6,2,1
2176083,Apple,0,2,1,1.79,2,0
2176083,Samsung Mobile Processor Innovation Lab,0,1,1,1.8,2,1
2176083,Texas Instruments,0,2,4,1.8,2,1
2176083,Bogazici University,0,1,0.5,1.8,2,1
2176083,Georgia Institute of Technology,2,0,5,1.8,2,1
2176083,Mitsubishi Electric Research Labs,0,1,0.5,1.8,0,1
2176083,Texas Instruments,0,2,0.5,1.8,0,1
2176082,Schawk !,0,0,1,1.57,2,0
2176082,Sony Computer Entertainment America,0,0,2,1.6,2,1
2176082,NVIDIA,0,2,0.5,1.6,2,1
2176082,Ntropic,1,0,1,1.6,2,1
2176082,Spy Post,1,0,0.5,1.6,2,1
2176082,WESTERNIZED Productions,1,0,1,1.6,2,1
2176082,The Burback Brothers Moving Pictures Company,2,0,5,1.6,2,1
2176081,Oracle,0,2,8,4.75,4,0
2176081,Commonwealth Bank of Australia,1,0,1.5,4.8,2,1
2176080,Ping Identity,1,0,0.5,1.6,5,0
2176080,WageWorks,0,0,2,1.6,5,1
2176080,Castlight Health,0,0,0.5,1.6,4,1
2176080,Informatica,1,1,5.5,1.6,5,1
2176080,McKesson,0,2,1,1.6,5,1
2176080,Informatica,1,1,1.5,1.6,2,1
2176080,Siebel Systems,1,0,1,1.6,4,1
2176080,Self-Employed,2,0,1,1.6,2,1
2176080,VMware,0,2,2.5,1.6,2,1
2176080,iSharp,2,0,0.5,1.6,4,1
2176079,Prosodie,2,0,6,3.63,4,1
2176079,SAP,0,1,5,3.6,2,1
2176079,SYNTEGRA,0,0,1.5,3.6,4,1
2176079,UMANIS,0,0,2,3.6,5,1
2176078,XOXCO,1,0,3,1.88,4,0
2176078,Zilker Screen Printing,2,0,1,1.9,2,1
2176078,St. Ber0rd Sports,1,0,1.5,1.9,4,1
2176078,Living Direct,1,0,2,1.9,2,1
2176077,Technology Startup,1,0,0.5,5.13,2,0
2176077,Fi0ncial Services,2,0,6,5.1,2,1
2176077,Oil and Gas Services Company,1,0,9,5.1,2,1
2176077,A Research Corporation,0,0,5,5.1,2,1
2176076,BRITISH COUNCIL,0,1,3.5,3.75,2,0
2176076,UNITED HEALTH GROUP,0,1,4,3.8,2,1
2176075,Baxter Inter0tio0l Inc.,0,1,9,8.5,5,0
2176075,"Ethicon, Inc.",0,0,8,8.5,2,1
2176074,"Alexion Pharmaceuticals, Inc",0,1,0.5,5.25,5,0
2176074,Cross Vetpharm Group Ltd,1,0,10,5.3,4,1
2176073,Kantar,0,1,0.5,3.17,2,0
2176073,ELECTROLUX AB,0,1,2,3.2,2,1
2176073,Schneider Electric,0,2,7,3.2,5,1
2176072,Oracle Corporation Australia,0,2,2,2.57,5,0
2176072,Workday,0,2,1.5,2.6,2,1
2176072,Oracle Corporation,0,2,8,2.6,2,1
2176072,AXS-One Pty Ltd (Used to include Computron),0,0,2.5,2.6,2,1
2176072,Progress Software,0,0,2.5,2.6,2,1
2176072,Prophecy Inter0tio0l Pty Ltd,0,0,1,2.6,2,1
2176072,Tradehub Pty Ltd (part of Australian Business Online),2,0,0.5,2.6,2,1
2176071,Cognizant Technology Solutions,0,2,8.5,8.5,2,0
2176070,Turner Broadcasting System,0,1,2,1.88,4,0
2176070,AppVenue,1,0,4,1.9,4,0
2176070,cityscoop,2,0,1,1.9,4,1
2176070,Grayling,1,0,0.5,1.9,2,1
2176069,Viaplay,0,0,1.5,1.56,5,0
2176069,Electronic Arts (EA),0,2,5,1.6,2,1
2176069,Bioware,0,0,1,1.6,2,1
2176069,Avalanche Studios,1,0,1,1.6,4,1
2176069,Prognoscentret AB,1,0,0.5,1.6,2,1
2176069,Quality Gaming Services AB,1,0,1,1.6,2,1
2176069,Funcom,0,0,1,1.6,2,1
2176069,adServing Danmark A/S,1,0,1,1.6,4,1
2176069,Radio Free Zion,2,0,2,1.6,2,1
2176068,WP Engine,1,0,0.5,1.3,2,0
2176068,Civitas Learning,1,0,1,1.3,4,1
2176068,Spredfast,1,0,0.5,1.3,4,1
2176068,"JCEI, Kelley School of Business",2,0,2,1.3,2,1
2176068,CompassLearning,2,0,0.5,1.3,2,1
2176068,Babjee Media LLC,1,0,2,1.3,2,1
2176068,Walmart,0,2,3.5,1.3,2,1
2176068,Winston Retail Solutions,1,0,0.5,1.3,2,1
2176067,"Trinitech Consulting Inc, MD",2,0,5,3,2,0
2176067,"Ishglo-one Corporation, customer:of Public Safety and Correctio0l Services, MCAC/CDF. MD",2,0,2,3,2,1
2176067,"Comptroller of Maryland, General Accounting Division, An0polis, MD",2,0,2,3,2,1
2176066,ACI Worldwide,0,0,2.5,4.2,5,0
2176066,UltiPayments,1,0,1.5,4.2,5,0
2176066,Official Payments,0,0,3,4.2,5,1
2176066,Datatex,1,0,13,4.2,5,1
2176066,YKK,2,0,1,4.2,5,1
2176065,DreamBox Learning,1,0,4,4.25,2,0
2176065,Wizards of the Coast/Hasbro,0,0,4,4.3,2,1
2176065,Hostile Work Environment,2,0,4,4.3,2,0
2176065,Dead Gentlemen Productions,1,0,13,4.3,2,1
2176065,Spiral Productions LLC,1,0,1,4.3,2,1
2176065,Associate Design,1,0,2,4.3,5,1
2176065,Wizards of the Coast,0,0,4,4.3,2,1
2176065,Allpak Container,1,0,2,4.3,2,1
2176064,Amazon Lab126,0,0,5,2.67,2,0
2176064,MJAA,2,0,2,2.7,2,0
2176064,"Eye Concepts, Doheny Eye Institute",1,0,1,2.7,0,1
2176063,TuneIn,1,0,1,1.5,2,0
2176063,Montreal Public Health Department,2,0,3,1.5,2,0
2176063,McGill University,2,0,0.5,1.5,2,1
2176063,St. Mary's Research Centre,2,0,2.5,1.5,2,1
2176063,NCJ Education,2,0,0.5,1.5,2,1
2176062,Genentech/Roche,1,2,3.5,4.1,5,0
2176062,Roche,1,2,7,4.1,4,1
2176062,Guidant,0,0,3,4.1,2,1
2176062,Johnson & Johnson,0,1,3,4.1,2,1
2176061,Apple,0,2,2.5,2.7,2,0
2176061,Intel Corporation,0,2,2,2.7,2,1
2176061,Tampere University of Technology,2,0,6.5,2.7,2,1
2176061,GLOBAL Communication Technologies,0,0,0.5,2.7,2,1
2176061,Terascale Europe Ltd,1,0,2,2.7,2,1
2176060,Neusoft,0,1,14,14,5,0
2176059,LocationLabs (formerly Wavemarket),1,0,4,1.88,2,0
2176059,Rolta TUSC,2,0,1,1.9,2,1
2176059,SemanticBits,1,0,1,1.9,2,1
2176059,The University of Georgia,2,0,1.5,1.9,2,1
2176058,Tech Mahindra,0,1,3,3,2,0
2176058,Infosys,0,1,5,3,2,1
2176058,Sy0ptris,1,0,1,3,2,1
2176057,Cisco Intercloud Services,0,2,2.5,3,2,0
2176057,Cisco WebEx,0,2,2.5,3,2,1
2176057,eBay,2,1,8.5,3,2,1
2176057,E2Open,1,0,1.5,3,2,1
2176057,Excite@Home,0,0,1,3,2,1
2176057,IBM Global Services,0,2,2,3,2,1
2176057,VISA,0,2,3,3,2,1
2176056,Oracle,0,2,18.5,18.5,2,0
2176055,Apple,0,2,2.5,2.7,2,0
2176055,Intel Corporation,0,2,2,2.7,2,1
2176055,Tampere University of Technology,0,0,6.5,2.7,2,1
2176055,GLOBAL Communication Technologies,0,0,0.5,2.7,2,1
2176055,Terascale Europe Ltd.,1,0,2,2.7,2,1
2176054,First Data Corporation,1,1,2,4.2,5,0
2176054,Sage,0,1,6,4.2,5,1
2176054,SunTrust Bank,0,1,6,4.2,5,1
2176054,Entrepreneur & Consultant,2,0,2,4.2,2,1
2176054,Visa,0,2,5,4.2,5,1
2176053,AbbVie,0,1,2,2.5,5,0
2176053,Walgreens,0,2,0.5,2.5,2,1
2176053,LifeScan,0,0,2,2.5,5,1
2176053,Genentech,1,2,3,2.5,5,1
2176053,Eli Lilly,0,1,5,2.5,2,1
2176052,Mirapath,1,0,2.5,2.83,5,0
2176052,UC Berkeley,2,0,2,2.8,2,1
2176052,"University of California, Berkeley Law",2,0,5.5,2.8,2,1
2176052,WaterLeaf,2,0,1,2.8,2,1
2176052,Cal Performances,2,0,2,2.8,2,1
2176052,Tucker Alan Inc.,2,0,4,2.4,2,1
2176051,NetSuite,0,1,3.5,3.2,5,0
2176051,Sage MicrOpay,1,0,5,3.2,5,1
2176051,Sage,0,1,1,3.2,4,1
2176050,Dell,1,1,9,8,3,0
2176050,Lighting Inc,2,0,7,8,2,1
2176049,Abbott Medical Optics (AMO),1,0,2,2.5,2,0
2176049,Abbott Hematology (ADD),2,0,2,2.5,2,1
2176049,Wave Systems,0,0,1,2.5,2,1
2176049,Sodick America Corporation,1,0,5,2.5,2,1
2176048,Spanning Cloud Apps,1,0,2.5,4.67,4,0
2176048,RG Search,1,0,5.5,4.7,4,1
2176048,Dell,1,1,6,4.7,2,1
2176047,Pizza Hut,0,1,1.5,3.6,5,0
2176047,Taco Bell,0,1,5,3.6,5,1
2176047,Yum! Restaurants Inter0tio0l,0,1,7,3.6,5,1
2176047,The Hershey Company,0,1,3.5,3.6,5,1
2176047,FedEx,0,2,1,3.6,2,1
2176046,Cisco Systems.,0,2,6,2.7,2,0
2176046,Magirus GmbH,1,0,2.5,2.7,2,1
2176046,condo protego,1,0,1.5,2.7,2,1
2176046,wipro technologies,0,0,2,2.7,2,1
2176046,Convergys,0,1,1.5,2.7,2,1
2176045,Baxter Healthcare/Baxalta,0,1,2,3.5,5,0
2176045,AbbVie,0,1,2.5,3.5,2,1
2176045,Abbott Laboratories,2,2,3.5,3.5,2,1
2176045,TAP Pharmaceuticals,1,1,6,3.5,2,1
2176044,Checkr,1,0,1,1.5,2,0
2176044,Axiom Zen,2,0,2,1.5,2,1
2176043,Bristol-Myers Squibb,0,2,3,3,2,0
2176043,"Merck & Co., Inc",0,0,5.5,3,2,1
2176043,Kensey 0sh Corporation,0,0,2.5,3,2,1
2176043,GlaxoSmithKline,2,2,1,3,2,1
2176042,Vesta Corporation,1,0,0.5,2.21,5,1
2176042,World One Technology,2,0,1,2.2,5,1
2176042,"Official Payments, OPAY (Acquired by ACI Worldwide)",0,0,3,2.2,5,1
2176042,The VAST Group,1,0,3,2.2,4,1
2176042,iKobo,1,0,1,2.2,2,1
2176042,InComm,1,0,3,2.2,5,1
2176042,AT&T (BellSouth Cellular / Cingular),0,1,4,2.2,2,1
2176041,Cognizant Technology Solutions,0,2,16,16,0,0
2176040,Hewlett Packard Enterprise,0,1,0.5,2.25,2,0
2176040,Vistorm Ltd,2,0,4,2.8,2,1
2176039,Unisys,0,1,1.5,3.5,2,0
2176039,Century Link Technology Solutions (formerly Savvis),2,0,5.5,3.5,2,1
2176038,Medphase Inc,2,0,4,2.3,2,0
2176038,Ligocytes Pharmaceuticals,2,0,1,2.3,2,1
2176038,Allos Therapeutics Inc,0,0,2,2.3,2,1
2176038,Volunteers of America,2,1,2,2.3,4,1
2176037,Koch Media / Deep Silver,1,0,1,0.93,2,0
2176037,"Association, The Communications Agency",1,0,1.5,0.9,4,1
2176037,Cohn & Wolfe,0,0,0.5,0.9,4,1
2176037,Bite Communications,0,0,1.5,0.9,4,1
2176037,Swedish Trade Council,2,0,0.5,0.9,2,1
2176037,Firefly Communications,1,0,1,0.9,2,1
2176037,Burson-Marsteller,0,0,0.5,0.9,0,1
2176036,Adobe,0,2,1,1.86,4,0
2176036,Marketo,0,0,1,1.9,4,1
2176036,Strategic Account Executive at Salesforce.com,0,2,2,1.9,2,1
2176036,Oakton Services Pty Ltd,2,0,2.5,1.9,4,1
2176036,Tripoint Corporation,1,0,2.5,1.9,4,1
2176036,IDC,1,0,2,1.9,4,1
2176036,PeopleSoft,1,0,2,1.9,2,1
2176035,Dun & Bradstreet,0,1,10,2.57,2,0
2176035,IntelliChoice.com,2,0,2.5,2.6,2,1
2176035,State Compensation Insurance Fund,2,0,1,2.6,2,1
2176035,Arizo0 Bay,1,0,1,2.6,2,1
2176035,FreeSample.com,1,0,0.5,2.6,2,1
2176035,"Ope0uto.com , Inc",1,0,1,2.6,2,1
2176035,AT&T,0,1,2,2.6,2,1
2176034,W.R Grace,0,0,6,6,4,0
2176033,SuccessFactors,0,1,3,2.63,4,0
2176033,Recruit Advantage,2,0,3,2.6,4,1
2176033,Manpower Services Alberta,1,0,1.5,2.6,4,1
2176033,Drake Inter0tio0l,1,0,3,2.6,2,1
2176032,"AAA Northern California, Nevada & Utah",1,0,1,2.33,2,0
2176032,First Republic Bank,0,0,0.5,2.3,2,1
2176032,"Union Bank, N.A.",0,1,5.5,2.3,2,1
2176032,Wachovia,2,0,3,2.3,2,1
2176032,World Savings,0,1,2.5,2.3,2,1
2176032,"University of California, Irvine",2,0,1.5,2.3,4,1
2176031,Cisco,0,2,2,2.13,2,0
2176031,Ericsson,0,2,1.5,2.1,2,1
2176031,Redback Networks/Ericsson Inc,0,2,4,2.1,2,1
2176031,SanDisk Corp.,0,1,1,2.1,0,1
2176030,Celgene,0,1,3,6.75,2,0
2176030,Johnson & Johnson,0,1,2,6.75,2,1
2176030,Janssen Pharmaceutical,0,1,9,6.75,4,1
2176030,Merck Research Laboratories,2,0,13,6.75,2,1
2176029,Pizza Hut,0,1,2,3.75,5,0
2176029,Yum! Restaurants Inter0tio0l,0,1,1.5,3.8,5,1
2176029,Pizza Hut,0,1,3.5,3.8,2,1
2176029,FedEx,0,2,6.5,3.8,5,1
2176029,Deloitte Consulting,1,0,3,3.8,4,1
2176029,Cap Gemini Ernst & Young,2,0,6,3.8,2,1
2176028,Computer centre,2,0,6,3.5,2,0
2176028,WISE BLOOD LIMITED,2,0,1,3.5,2,1
2176027,Coor Service Ma0gement,0,1,2,2.5,5,0
2176027,Green Cargo AB,2,0,3.5,2.5,2,1
2176027,McKinsey & Company,2,1,3.5,2.5,2,1
2176027,Addicom AB,0,0,1,2.5,2,1
2176026,Robert Half Inter0tio0l,2,2,5.5,3.38,2,0
2176026,Verizon Business,0,1,1.5,3.38,2,1
2176026,Pay By Touch,1,0,2.5,3.38,2,1
2176026,E&J Gallo Winery,2,0,4,3.38,2,1
2176025,Alcatel-Lucent Enterprise,0,1,18.5,18.5,2,0
2176024,Lab126 - an Amazon.com company,0,1,6,4.25,5,0
2176024,Apple,0,2,6,4.25,2,1
2176024,Agere Systems,2,0,2,4.25,5,1
2176024,"D0 Enterprises, Inc",2,0,3,4.25,4,1
2176023,Western Digital,0,2,7.5,5,2,0
2176023,UC Irvine,2,1,2.5,5,0,1
2176022,Cyient,0,1,6,3,4,0
2176022,Deloitte Haskins & Sells,2,0,2,3,2,1
2176022,A F Ferguson & Co Chartered Accountants,2,1,3,3,2,1
2176022,ITC Limited,1,1,1,3,2,1
2176021,Oracle,0,2,1.5,1.7,4,0
2176021,Criterion Conferences,1,0,2,1.7,4,1
2176021,Beanstalk CO-OP,2,0,2,1.7,2,1
2176021,Depot on Darby,2,0,1,1.7,2,1
2176021,SCOFF Food,2,0,2,1.7,2,1
2176020,CSRA Inc,0,1,1,0.9,2,0
2176020,Chevron,0,2,0.5,0.9,2,1
2176020,Illumi0,1,0,0.5,0.9,2,1
2176020,Autodesk,0,2,0.5,0.9,2,1
2176020,Green Tech Action Fund ·,2,0,1,0.9,2,1
2176020,The Energy Foundation,2,0,1,0.9,2,1
2176020,AGI Publishing (Valley Yellow Pages),2,0,2,0.9,2,1
2176019,大连简柏特有限公司(500-1000人),2,0,5,2.8,2,0
2176019,海辉软件（大连）(500-1000人),2,0,0.5,2.8,2,1
2176018,"The Harry Fox Agency, Inc.",1,0,2,5.3,2,0
2176018,John Wiley and Sons,1,0,12,5.3,2,1
2176018,TACT,0,0,2,5.3,2,1
2176017,Infinera,0,0,2,3.63,2,0
2176017,Intersil,0,0,4,3.63,2,1
2176017,EFI,0,0,5.5,3.63,2,1
2176017,Teradyne,0,0,3,3.63,2,1
2176016,Date Fabric World Wide London,2,0,3,1.38,2,0
2176016,Smart421,0,0,1,1.38,2,1
2176016,O2/Telefonica,2,0,1,1.38,2,1
2176016,MSX Inter0tio0l Colchester Ford Motor Company Dagenham,2,0,0.5,1.38,0,1
2176015,Level 3 Communications,0,1,8.5,5.63,5,0
2176015,Sprint/Nextel,2,0,6,5.6,4,1
2176015,MCI WorldCom,2,0,4,5.6,4,1
2176015,WorldCom,0,1,4,5.6,4,1
2176014,"Shionogi Inc, Florham Park, NJ",2,0,2,4.1,5,0
2176014,"Chugai Pharma USA, LLC",2,0,1,4.1,5,1
2176014,Shionogi Inc.,0,0,1,4.1,5,1
2176014,"Eisai, Inc",2,0,4,4.1,4,1
2176014,Cordis (A Johnson & Johnson Company),2,0,12.5,4.1,2,1
2176013,IBM Watson Research Center,2,0,5,2.7,2,0
2176013,Barclays Capital,0,1,2.5,2.7,2,1
2176013,Lehman Brothers,0,1,1,2.7,2,1
2176013,TradeTrek.com,2,0,3.5,2.7,2,1
2176013,"i2 Technologies, Inc.",1,0,2.5,2.7,2,1
2176013,"Knowledge Based Systems, Inc.",1,0,1.5,2.7,2,1
2176012,Rocket Lawyer,1,0,3,2.5,2,0
2176012,DFIND Creative,2,1,2,2.5,5,1
2176011,"Neustar, Inc.",0,0,2,3.4,5,0
2176011,Mitchell Inter0tio0l,1,0,3,3.4,5,1
2176011,DIRECTV,0,2,3,3.4,5,1
2176011,Keystone Automotive Ind. Inc,0,0,5.5,3.4,5,1
2176011,Beauvance,2,0,2.5,3.4,4,1
2176011,"Toyota Motor Sales, USA, Inc.",2,0,4.5,3.4,4,1
2176010,First Data Corporation,1,1,10,4.83,5,0
2176010,ACI Worldwide,0,0,1.5,4.8,2,1
2176010,First Data Corporation,1,1,3,4.8,2,1
2176009,"Fiserv, Inc.",2,0,2,3.3,5,0
2176009,Pegasystems/Chordiant,0,0,6,3.3,4,1
2176009,Atlanticus (formerly CompuCredit),2,0,3,3.3,5,1
2176009,ABB Enterprise Software (formerly Indus Inter0tio0l),2,0,3,3.3,5,1
2176009,BroadVision,0,0,2,3.3,5,1
2176009,Daugherty Business Solutions,1,0,4,3.3,2,1
2176008,James Hardie Building Products,0,0,2,2.1,2,0
2176008,ProBuild Holdings,2,0,2.5,2.1,2,1
2176008,High Country Executive Search,2,0,0.5,2.1,2,1
2176008,James Hardie Building Products,0,0,3.5,2.1,4,1
2176008,Melnick and 1,2,0,2,2.1,2,1
2176007,AP Logic Inc,1,0,0.5,4.4,2,0
2176007,selfemployed,2,0,9,4.4,2,1
2176007,The Parable Group,1,0,0.5,4.4,2,1
2176007,Markzware,1,0,7.5,4.4,2,1
2176006,UXC Eclipse,0,0,8,4.5,4,0
2176006,eOne Integrated Business Solutions,2,0,1,4.5,4,1
2176005,WERPCORE,2,0,7,2.9,2,0
2176005,NOKIA,0,2,0.5,2.9,2,1
2176005,NORWICH UNION (AVIVA PLC),2,0,0.5,2.9,2,1
2176005,DIGITAS LONDON,2,0,0.5,2.9,2,1
2176005,BRIGHT 2000,2,0,6,2.9,2,1
2176004,DocuSign,1,0,1,1.5,2,0
2176004,Pandora,0,0,1,1.5,2,1
2176004,Blue Shield of California,2,1,4.5,1.5,2,1
2176004,MobiTV,1,0,0.5,1.5,2,1
2176004,The North Face,0,0,0.5,1.5,4,1
2176003,Lumension,2,0,7,4.3,2,0
2176003,Kneat Solutions Ltd,1,0,1.5,4.3,2,1
2176002,Planet Pharma - Quintiles - Roche-Genentech,2,0,0.5,2.1,2,1
2176002,Vital Therapies Inc,0,0,1.5,2.1,2,1
2176002,MEDSOURCE,1,0,1,2.1,2,1
2176002,RPS,2,0,0.5,2.1,2,1
2176002,I3 RESEARCH,0,0,3,2.1,2,1
2176002,KENDLE INTER0TIO0L INC,2,0,2,2.1,2,1
2176002,PPD,1,1,5,2.1,2,1
2176002,REGIONS HOSPITAL,2,0,3,2.1,2,1
2176001,Document Logistix Ltd,1,0,2,1.3,4,0
2176001,Ca0dean Consumer,2,0,0.5,1.3,5,1
2176001,Maveric Systems Limited,1,0,1.5,1.3,5,1
2176000,VMware,0,2,4.5,5.3,2,0
2176000,CSU Sacramento,2,0,6,5.3,2,1
2175999,SanDisk,0,1,4,2,2,0
2175999,Broadcom,0,1,0.5,2,0,1
2175999,"University of California, Los Angeles",2,0,1.5,2,0,1
2175998,UXC Eclipse,0,0,3.5,2.8,4,0
2175998,Capital Security Solutions,2,0,3,2.8,4,1
2175998,Jigsaw Services,0,0,2,2.8,2,1
